,CVE_ENT,CVE_MUN,CVE_LOC,NOM_LOC
0,01,000,0000,Aguascalientes
1,01,001,0000,Aguascalientes
2,01,001,0001,Aguascalientes
3,01,001,0106,Arellano
4,01,001,0120,Buenavista de Peñuelas
5,01,001,0126,Cañada Honda [Estación]
6,01,001,0127,Los Caños
7,01,001,0138,Centro de Arriba (El Taray)
8,01,001,0139,Cieneguilla (La Lumbrera)
9,01,001,0146,El Conejal
10,01,001,0190,El Duraznillo
11,01,001,0237,Jaltomate
12,01,001,0239,General José María Morelos y Pavón (Cañada Honda)
13,01,001,0296,El Ocote
14,01,001,0315,Peñuelas (El Cienegal)
15,01,001,0345,El Refugio de Peñuelas
16,01,001,0355,El Salto de los Salado
17,01,001,0357,Norias del Paso Hondo
18,01,001,0367,San Antonio de Peñuelas
19,01,001,0389,San José de la Ordeña
20,01,001,0429,Santa María de Gallardo
21,01,001,0444,El Tanque de los Jiménez
22,01,001,0479,Villa Licenciado Jesús Terán (Calvillito)
23,01,001,0863,Cotorina (Coyotes)
24,01,001,1025,Pocitos
25,01,001,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
26,01,001,9999,Localidad no especificada
27,01,002,0000,Asientos
28,01,002,0001,Asientos
29,01,002,0002,Las Adjuntas
30,01,002,0004,Plutarco Elías Calles
31,01,002,0005,Amarillas de Esparza
32,01,002,0007,Bimbaletes Aguascalientes (El Álamo)
33,01,002,0008,Bimbaletes Atlas (Tanque de la Vieja)
34,01,002,0010,Caldera
35,01,002,0011,Ciénega Grande
36,01,002,0012,Clavellinas
37,01,002,0014,Crisóstomos
38,01,002,0017,La Dichosa
39,01,002,0022,Francisco Villa
40,01,002,0025,Guadalupe de Atlas
41,01,002,0027,Jarillas
42,01,002,0028,Jilotepec
43,01,002,0030,Lázaro Cárdenas
44,01,002,0033,Molinos
45,01,002,0034,Las Negritas
46,01,002,0035,Noria del Borrego (Norias)
47,01,002,0039,Pilotos
48,01,002,0041,El Polvo
49,01,002,0045,El Salitre
50,01,002,0047,San Gil
51,01,002,0048,San José del Río
52,01,002,0058,El Tule
53,01,002,0059,Villa Juárez
54,01,002,0060,Viudas de Poniente
55,01,002,0128,San José del Tulillo
56,01,002,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
57,01,003,0000,Calvillo
58,01,003,0001,Calvillo
59,01,003,0004,Las Ánimas
60,01,003,0020,Colomos
61,01,003,0021,El Cuervero (Cuerveros)
62,01,003,0024,Chiquihuitero (San Isidro)
63,01,003,0032,Jaltiche de Abajo
64,01,003,0033,Jaltiche de Arriba
65,01,003,0036,La Labor
66,01,003,0043,Malpaso
67,01,003,0047,Mesa Grande
68,01,003,0055,Ojocaliente
69,01,003,0057,Ojo de Agua
70,01,003,0060,La Panadera
71,01,003,0079,El Salitre
72,01,003,0083,San Nicolás
73,01,003,0084,San Tadeo
74,01,003,0090,Temazcal
75,01,003,0094,La Teresa
76,01,003,0110,Crucero las Pilas
77,01,003,0184,Tepezalilla de Abajo
78,01,003,0382,La Fortuna
79,01,003,0385,El Morancillo (Los Arcos)
80,01,003,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
81,01,004,0000,Cosío
82,01,004,0001,Cosío
83,01,004,0008,La Punta (Licenciado Neder) [Fracción]
84,01,004,0025,El Refugio de Providencia (Providencia)
85,01,004,0026,La Punta
86,01,004,0028,El Refugio de Agua Zarca
87,01,004,0030,El Salero
88,01,004,0032,Santa María de la Paz
89,01,004,0033,Soledad de Abajo [Estación de Adames]
90,01,004,0038,Zacatequillas
91,01,004,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
92,01,005,0000,Jesús María
93,01,005,0001,Jesús María
94,01,005,0007,Los Arquitos
95,01,005,0017,El Cenizo
96,01,005,0023,Corral de Barrancos
97,01,005,0033,General Ignacio Zaragoza (Venadero)
98,01,005,0034,Gracias a Dios
99,01,005,0040,Las Jaulas
100,01,005,0041,Jesús Gómez Portugal (Margaritas)
101,01,005,0050,Maravillas
102,01,005,0060,Pedernal Primero
103,01,005,0066,Paso Blanco
104,01,005,0076,Los Ramírez
105,01,005,0084,San Antonio de los Horcones
106,01,005,0104,Tapias Viejas
107,01,005,0105,Tepetates
108,01,005,0106,La Tomatina
109,01,005,0109,Valladolid
110,01,005,0248,Milpillas de Abajo
111,01,005,0469,Jesús María [Ejido]
112,01,005,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
113,01,005,9999,Localidad no especificada
114,01,006,0000,Pabellón de Arteaga
115,01,006,0001,Pabellón de Arteaga
116,01,006,0002,Las Ánimas
117,01,006,0007,Emiliano Zapata
118,01,006,0040,San Luis de Letras
119,01,006,0045,Santiago
120,01,006,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
121,01,006,9999,Localidad no especificada
122,01,007,0000,Rincón de Romos
123,01,007,0001,Rincón de Romos
124,01,007,0006,El Bajío
125,01,007,0011,California
126,01,007,0016,16 de Septiembre
127,01,007,0018,Pablo Escaleras
128,01,007,0027,Morelos
129,01,007,0028,Estancia de Mosqueira
130,01,007,0030,Pabellón de Hidalgo
131,01,007,0034,Puerta del Muerto (El 15)
132,01,007,0040,San Jacinto
133,01,007,0041,San Juan de la Natura
134,01,007,0043,El Saucillo
135,01,007,0044,El Valle de las Delicias
136,01,007,0112,El Salitrillo
137,01,007,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
138,01,007,9999,Localidad no especificada
139,01,008,0000,San José de Gracia
140,01,008,0001,San José de Gracia
141,01,008,0011,La Congoja
142,01,008,0018,Paredes
143,01,008,0022,Rancho Viejo
144,01,008,0023,San Antonio de los Ríos
145,01,008,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
146,01,009,0000,Tepezalá
147,01,009,0001,Tepezalá
148,01,009,0005,Arroyo Hondo
149,01,009,0008,Carboneras
150,01,009,0012,El Chayote
151,01,009,0013,El Gigante
152,01,009,0015,Mesillas
153,01,009,0016,Ojo de Agua de los Montes
154,01,009,0019,El Porvenir
155,01,009,0025,San Antonio
156,01,009,0028,El Tepozán
157,01,009,0030,La Victoria
158,01,009,0051,Caldera
159,01,009,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
160,01,010,0000,El Llano
161,01,010,0001,Palo Alto
162,01,010,0018,Los Conos
163,01,010,0021,El Copetillo (El Moquete)
164,01,010,0027,Francisco Sarabia (La Reforma)
165,01,010,0041,Lomas del Refugio (La Loma)
166,01,010,0042,La Luz
167,01,010,0054,Montoya
168,01,010,0058,Ojo de Agua de Crucitas
169,01,010,0107,Santa Rosa (El Huizache)
170,01,010,0116,El Terremoto
171,01,010,0118,El Tildío
172,01,010,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
173,01,010,9999,Localidad no especificada
174,01,011,0000,San Francisco de los Romo
175,01,011,0001,San Francisco de los Romo
176,01,011,0011,Macario J. Gómez [Colonia]
177,01,011,0012,La Concepción
178,01,011,0016,Chicalote [Estación]
179,01,011,0021,La Escondida (El Salero)
180,01,011,0042,Loretito (Charco del Toro)
181,01,011,0051,La Providencia
182,01,011,0053,Puertecito de la Virgen
183,01,011,0080,Viñedos Rivier
184,01,011,0128,Ex-Viñedos Guadalupe
185,01,011,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
186,01,011,9999,Localidad no especificada
187,01,999,0000,Municipio no especificado
188,01,999,9999,Localidad no especificada
189,02,000,0000,Baja California
190,02,001,0000,Ensenada
191,02,001,0001,Ensenada
192,02,001,0046,Bahía de los Ángeles
193,02,001,0060,Camalú
194,02,001,0082,Chula Vista
195,02,001,0095,Ejido Eréndira
196,02,001,0114,Francisco Zarco (Valle de Guadalupe)
197,02,001,0118,Licenciado Gustavo Díaz Ordaz
198,02,001,0124,Isla de Cedros
199,02,001,0133,Lázaro Cárdenas
200,02,001,0139,Rodolfo Sánchez Taboada (Maneadero)
201,02,001,0151,La Misión
202,02,001,0170,Nuevo Centro de Población Padre Kino
203,02,001,0184,Coronel Esteban Cantú
204,02,001,0186,Ejido Punta Colnett (Punta Colonet)
205,02,001,0190,Real del Castillo Nuevo (Ojos Negros)
206,02,001,0195,Ejido Rodolfo Sánchez Taboada (El Calvario)
207,02,001,0198,El Rosario de Arriba
208,02,001,0200,Ejido Rubén Jaramillo
209,02,001,0242,Santo Tomás
210,02,001,0243,San Vicente
211,02,001,0247,El Sauzal de Rodríguez
212,02,001,0267,Venustiano Carranza (Santa María)
213,02,001,0268,Vicente Guerrero
214,02,001,0271,Villa de Juárez (San Antonio de las Minas)
215,02,001,0492,Ejido Francisco Villa (San Simón)
216,02,001,0520,Héroes de la Independencia (Llano Colorado)
217,02,001,0617,El Porvenir (Guadalupe)
218,02,001,0842,Ejido Villa Jesús María
219,02,001,0857,San Quintín
220,02,001,0892,Puertecitos
221,02,001,0935,Lázaro Cárdenas (Valle de la Trinidad)
222,02,001,1025,Poblado Héroes de Chapultepec
223,02,001,1037,Ejido General Leandro Valle
224,02,001,1065,La Providencia
225,02,001,1107,Emiliano Zapata
226,02,001,1527,Ejido Nueva Odisea (El Pabellón)
227,02,001,1561,Ejido Papalote
228,02,001,1729,El Rosario de Abajo
229,02,001,2183,Rancho Cañón Buena Vista (El Zorrillo)
230,02,001,2224,Rincón Punta Banda [Rincón de Ballenas]
231,02,001,2464,El Papalote [Rancho]
232,02,001,3526,Coplamar
233,02,001,3828,Ejido Delicias
234,02,001,4353,Ejido Nuevo Baja California
235,02,001,4733,Ejido Ruiz Cortínez
236,02,001,4884,Parcela Número Cinco (Ejido Nuevo México)
237,02,001,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
238,02,001,9999,Localidad no especificada
239,02,002,0000,Mexicali
240,02,002,0001,Mexicali
241,02,002,0110,Colonia Venustiano Carranza (La Carranza)
242,02,002,0111,Vicente Guerrero (Algodones)
243,02,002,0127,Ejido Tabasco
244,02,002,0133,Colonia Dieguinos
245,02,002,0137,Miguel Hidalgo y Costilla (Colonia Cinco Cerro Prieto)
246,02,002,0138,Colonia Pacífico
247,02,002,0141,Ejido Tamaulipas (Estación Cucapah)
248,02,002,0143,Ejido Colima 1
249,02,002,0148,Ejido Tepic
250,02,002,0151,Ejido Cucapah Mestizo
251,02,002,0152,Ejido Cucapah Indígena
252,02,002,0157,Ejido Chiapas 1
253,02,002,0158,Ejido Chihuahua
254,02,002,0159,Delta (Estación Delta)
255,02,002,0161,Ejido Monterrey (Colonia Batáquez)
256,02,002,0166,Veracruz Uno
257,02,002,0167,Ejido Distrito Federal
258,02,002,0169,Ejido Durango
259,02,002,0183,Ejido Guadalajara
260,02,002,0185,Ciudad Guadalupe Victoria (Kilómetro Cuarenta y Tres)
261,02,002,0186,Ejido Guanajuato
262,02,002,0191,General Heriberto Jara
263,02,002,0192,Ejido Hermosillo
264,02,002,0201,Islas Agrarias Grupo B
265,02,002,0202,Ejido Jalapa
266,02,002,0203,Ejido Jalisco
267,02,002,0206,Ejido Jiquilpan
268,02,002,0211,Ejido Lázaro Cárdenas (La Mosca)
269,02,002,0212,Poblado Lázaro Cárdenas (La Veintiocho)
270,02,002,0223,Ejido México
271,02,002,0225,Michoacán de Ocampo
272,02,002,0227,Ejido Sinaloa (Estación Kasey)
273,02,002,0229,Islas Agrarias Grupo A
274,02,002,0231,Ciudad Morelos (Cuervos)
275,02,002,0234,Nayarit Llamada
276,02,002,0237,Nuevo León
277,02,002,0242,Ejido Yucatán
278,02,002,0248,Ejido Pachuca
279,02,002,0251,Ejido Pátzcuaro
280,02,002,0253,Ejido Toluca
281,02,002,0256,Estación Pescaderos (Kilómetro Treinta y Nueve)
282,02,002,0257,Villa Hermosa
283,02,002,0258,Ejido Plan de Ayala
284,02,002,0259,Colonia Pólvora
285,02,002,0265,Poblado Puente Treviño
286,02,002,0266,Colonia la Puerta
287,02,002,0267,Ejido República Mexicana
288,02,002,0268,Ejido Hechicera
289,02,002,0270,Ejido Quintana Roo
290,02,002,0275,Ejido Tlaxcala
291,02,002,0282,Ejido Saltillo
292,02,002,0284,San Felipe
293,02,002,0290,Ejido Mérida
294,02,002,0291,Ejido Sonora
295,02,002,0294,Colonia Silva Sur (Las Playitas)
296,02,002,0295,Ejido San Luis Potosí
297,02,002,0304,Ejido General J. Gertrudis García Sánchez
298,02,002,0311,Colonia José María Rodríguez Mérida (La Panga)
299,02,002,0320,Compuertas Ocho del Tule Check (Sección Dos)
300,02,002,0327,Ejido Netzahualcóyotl
301,02,002,0333,Ejido el Choropo (Colonia Colorado Número Uno)
302,02,002,0358,Poblado Alfredo V. Bonfil
303,02,002,0362,Ejido el Marítimo
304,02,002,0378,Jesús Sansón Flores
305,02,002,0394,Ricardo Mazón Guerrero (Colonia Baja California el Polvorín)
306,02,002,0395,Francisco Murguía (Kilómetro Cuarenta y Nueve)
307,02,002,0412,Ejido Plan Nacional Agrario
308,02,002,0456,Benito Juárez (Ejido Tecolotes)
309,02,002,0459,Poblado Paredones
310,02,002,0461,Ciudad Coahuila (Kilómetro Cincuenta y Siete)
311,02,002,0510,Ejido Hipólito Rentería
312,02,002,0513,Ejido Irapuato
313,02,002,0514,Ejido Tula
314,02,002,0521,Poblado Francisco Santana Peralta
315,02,002,0531,El Chimí (Ejido Nuevo León)
316,02,002,1121,Ejido Heriberto Jara Sección Coronita
317,02,002,1181,Ejido Mezquital
318,02,002,1195,Ejido Doctor Alberto Oviedo Mota (El Indiviso)
319,02,002,1239,Emiliano Zapata (Colonia Progreso)
320,02,002,1273,Ejido Tehuantepec (Santa Rosa)
321,02,002,1284,Ejido Veracruz Dos
322,02,002,1331,Mesa Arenosa de Andrade (Villa Zapata)
323,02,002,1369,Colonia Miguel Alemán
324,02,002,1389,Ejido Benito Juárez
325,02,002,1443,Bordo Tule Chek (Colonia Cerro Prieto)
326,02,002,1471,Cerro Prieto Cuatro
327,02,002,1567,Ejido Chiapas 2
328,02,002,1585,Los Arellano (Ejido Oaxaca)
329,02,002,1727,Familia Ahumada (Ejido Guerrero)
330,02,002,1838,Familia Camargo H. (Ejido Michoacán de Ocampo)
331,02,002,1963,Familia Díaz (Colonia Zaragoza)
332,02,002,2004,Familia Félix (Ejido Janitzio)
333,02,002,2063,Familia Gámez (Ejido Islas Agrarias B)
334,02,002,2135,Familia González (Ejido Querétaro)
335,02,002,2281,Familia Llamas (Ejido Torreón)
336,02,002,2700,Familia Sandoval (Ejido Aguascalientes)
337,02,002,2983,Parcela Veintidós (Ejido Cuernavaca)
338,02,002,3110,El Doctor (Ejido Coahuila)
339,02,002,3305,Ejido Villa Hermosa
340,02,002,3354,Familia Ceballos (Ejido Hidalgo)
341,02,002,3541,Los Pinos (Colonia Silva)
342,02,002,4925,Renacimiento del Valle
343,02,002,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
344,02,002,9999,Localidad no especificada
345,02,003,0000,Tecate
346,02,003,0001,Tecate
347,02,003,0107,La Rumorosa
348,02,003,0139,Valle de las Palmas
349,02,003,0155,Luis Echeverría Álvarez (El Hongo)
350,02,003,0933,Loma Tova
351,02,003,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
352,02,003,9999,Localidad no especificada
353,02,004,0000,Tijuana
354,02,004,0001,Tijuana
355,02,004,1421,Parajes del Valle
356,02,004,1800,Santa Fe
357,02,004,1929,Natura
358,02,004,1934,Lomas de San Pedro
359,02,004,1939,Valle de las Palmas [Universidad Autónoma de Baja California]
360,02,004,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
361,02,004,9999,Localidad no especificada
362,02,005,0000,Playas de Rosarito
363,02,005,0001,Playas de Rosarito
364,02,005,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
365,02,005,9999,Localidad no especificada
366,02,006,0000,San Quintín
367,02,006,0001,San Quintín
368,02,006,0863,Vicente Guerrero
369,02,006,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
370,02,999,0000,Municipio no especificado
371,02,999,9999,Localidad no especificada
372,03,000,0000,Baja California Sur
373,03,001,0000,Comondú
374,03,001,0001,Ciudad Constitución
375,03,001,0003,Puerto Adolfo López Mateos
376,03,001,0035,Benito Juárez
377,03,001,0049,Las Barrancas
378,03,001,0133,Ciudad Insurgentes
379,03,001,0244,La Purísima
380,03,001,0280,Puerto San Carlos
381,03,001,0291,San Isidro
382,03,001,0293,San José de Comondú
383,03,001,0335,Santo Domingo
384,03,001,0379,Villa Hidalgo
385,03,001,0380,Villa Morelos
386,03,001,0387,Villa Ignacio Zaragoza
387,03,001,0393,Ley Federal de Aguas Número Cuatro
388,03,001,0394,Ley Federal de Aguas Número Cinco
389,03,001,2086,San Juanico
390,03,001,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
391,03,002,0000,Mulegé
392,03,002,0001,Santa Rosalía
393,03,002,0014,Bahía Asunción
394,03,002,0015,Bahía Tortugas
395,03,002,0066,Guerrero Negro
396,03,002,0067,Gustavo Díaz Ordaz
397,03,002,0077,Isla San Marcos
398,03,002,0097,Heroica Mulegé
399,03,002,0116,Punta Abreojos
400,03,002,0149,San Ignacio
401,03,002,0160,San José de Magdalena
402,03,002,0165,Ejido San Lucas
403,03,002,0482,Villa Alberto Andrés Alvarado Arámburo
404,03,002,0527,Benito Juárez
405,03,002,0798,Las Margaritas
406,03,002,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
407,03,002,9999,Localidad no especificada
408,03,003,0000,La Paz
409,03,003,0001,La Paz
410,03,003,0003,Todos Santos
411,03,003,0092,El Centenario
412,03,003,0108,Chametla
413,03,003,0219,Las Pocitas
414,03,003,0277,San Pedro
415,03,003,0392,Los Barriles
416,03,003,0458,El Carrizal
417,03,003,0684,El Pescadero
418,03,003,0697,San Juan de los Planes
419,03,003,0766,San Antonio
420,03,003,0771,San Bartolo
421,03,003,0911,El Triunfo
422,03,003,0920,La Ventana
423,03,003,0963,San Juan de la Costa
424,03,003,1630,El Sargento
425,03,003,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
426,03,003,9999,Localidad no especificada
427,03,008,0000,Los Cabos
428,03,008,0001,San José del Cabo
429,03,008,0048,Buenavista
430,03,008,0054,Cabo San Lucas
431,03,008,0159,Miraflores
432,03,008,0217,La Ribera
433,03,008,0280,Santiago
434,03,008,0593,El Campamento
435,03,008,0599,Santa Anita
436,03,008,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
437,03,008,9999,Localidad no especificada
438,03,009,0000,Loreto
439,03,009,0001,Loreto
440,03,009,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
441,03,999,0000,Municipio no especificado
442,03,999,9999,Localidad no especificada
443,04,000,0000,Campeche
444,04,001,0000,Calkiní
445,04,001,0001,Calkiní
446,04,001,0002,Isla Arena
447,04,001,0003,Bacabchén
448,04,001,0004,Bécal
449,04,001,0005,Concepción
450,04,001,0007,Dzitbalché
451,04,001,0008,Nunkiní
452,04,001,0009,Pucnachén
453,04,001,0010,San Antonio Sahcabchén
454,04,001,0012,Santa Cruz Ex-Hacienda
455,04,001,0013,Santa Cruz Pueblo
456,04,001,0014,Tankuché
457,04,001,0015,Tepakán
458,04,001,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
459,04,001,9999,Localidad no especificada
460,04,002,0000,Campeche
461,04,002,0001,San Francisco de Campeche
462,04,002,0068,Uayamón
463,04,002,0070,Bethania
464,04,002,0073,Castamay
465,04,002,0077,Chiná
466,04,002,0081,Hampolol
467,04,002,0086,Imí
468,04,002,0087,Lerma
469,04,002,0090,Nilchí
470,04,002,0091,Nohakal
471,04,002,0096,Pich
472,04,002,0097,Pocyaxum
473,04,002,0101,San Francisco Kobén
474,04,002,0104,Tikinmul
475,04,002,0105,Tixmucuy
476,04,002,0110,Alfredo V. Bonfil
477,04,002,0172,Melchor Ocampo
478,04,002,0263,Quetzal Edzná
479,04,002,0264,La Libertad
480,04,002,0465,Los Laureles
481,04,002,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
482,04,002,9999,Localidad no especificada
483,04,003,0000,Carmen
484,04,003,0001,Ciudad del Carmen
485,04,003,0005,Nuevo Progreso
486,04,003,0006,Atasta
487,04,003,0013,Puerto Rico
488,04,003,0031,Santa Rita
489,04,003,0058,Abelardo L. Rodríguez
490,04,003,0064,Ignacio Gutiérrez
491,04,003,0066,Plan de Ayala
492,04,003,0081,Chicbul
493,04,003,0101,San Antonio Cárdenas
494,04,003,0199,Isla Aguada
495,04,003,0262,Colonia Emiliano Zapata
496,04,003,0364,Independencia
497,04,003,0611,Checubul
498,04,003,0612,La Cristalina
499,04,003,0614,Sabancuy
500,04,003,3217,El Aguacatal
501,04,003,3263,Conquista Campesina
502,04,003,3304,Enrique Rodríguez Cano
503,04,003,3321,Felipe Ángeles
504,04,003,3333,Mamantel (Pancho Villa)
505,04,003,3354,Ignacio Zaragoza
506,04,003,3395,Licenciado Gustavo Díaz Ordaz (18 de Marzo)
507,04,003,3420,Nueva Chontalpa
508,04,003,3430,Ojo de Agua
509,04,003,3452,Pital Nuevo
510,04,003,3477,Quebrache
511,04,003,3531,San Isidro
512,04,003,3789,El Carmen
513,04,003,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
514,04,003,9999,Localidad no especificada
515,04,004,0000,Champotón
516,04,004,0001,Champotón
517,04,004,0003,López Mateos (La Desconfianza)
518,04,004,0004,Arellano
519,04,004,0010,Aquiles Serdán (Chuiná)
520,04,004,0014,Hool
521,04,004,0016,La Joya
522,04,004,0017,Ciudad del Sol
523,04,004,0019,Moquel
524,04,004,0024,San Pablo Pixtún
525,04,004,0028,Revolución
526,04,004,0035,Seybaplaya
527,04,004,0036,Sihochac
528,04,004,0043,Vicente Guerrero
529,04,004,0045,Villa Madero
530,04,004,0047,Xbacab
531,04,004,0062,San José Carpizo Uno (San Fernando)
532,04,004,0082,Ulumal
533,04,004,0091,Ley Federal de Reforma Agraria
534,04,004,0130,Cañaveral
535,04,004,0191,Maya Tecún I
536,04,004,0192,Maya Tecún II
537,04,004,0218,Nayarit Castellot
538,04,004,0432,Carrillo Puerto
539,04,004,0448,Pixoyal
540,04,004,0564,Santo Domingo Kesté
541,04,004,1603,Miguel Colorado
542,04,004,1614,Carlos Salinas de Gortari
543,04,004,1754,José María Morelos y Pavón
544,04,004,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
545,04,004,9999,Localidad no especificada
546,04,005,0000,Hecelchakán
547,04,005,0001,Hecelchakán
548,04,005,0002,Cumpich
549,04,005,0003,Chunkanán
550,04,005,0005,Nohalal
551,04,005,0006,Pocboc
552,04,005,0007,Pomuch
553,04,005,0008,Santa Cruz
554,04,005,0009,Zodzil
555,04,005,0045,Yalnón [Campo Menonita]
556,04,005,0065,Blanca Flor
557,04,005,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
558,04,006,0000,Hopelchén
559,04,006,0001,Hopelchén
560,04,006,0002,Becanchén
561,04,006,0003,Bolonchén de Rejón
562,04,006,0006,Crucero San Luis
563,04,006,0015,Chunchintok
564,04,006,0019,Dzibalchén
565,04,006,0023,Vicente Guerrero
566,04,006,0024,Ich-Ek
567,04,006,0029,Komchén
568,04,006,0041,San Antonio Yaxché
569,04,006,0043,San Juan Bautista Sahcabchén
570,04,006,0046,Suc-Tuc
571,04,006,0048,Ukum
572,04,006,0054,Xcupil
573,04,006,0057,Xmabén
574,04,006,0798,El Temporal Campo 1
575,04,006,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
576,04,006,9999,Localidad no especificada
577,04,007,0000,Palizada
578,04,007,0001,Palizada
579,04,007,0003,Alamilla
580,04,007,0053,Isla de San Isidro
581,04,007,0056,El Juncal
582,04,007,0110,Santa Isabel
583,04,007,0682,San Agustín (La Rebeza)
584,04,007,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
585,04,008,0000,Tenabo
586,04,008,0001,Tenabo
587,04,008,0005,Tinún
588,04,008,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
589,04,009,0000,Escárcega
590,04,009,0001,Escárcega
591,04,009,0002,División del Norte
592,04,009,0018,La Asunción
593,04,009,0108,Don Samuel
594,04,009,0178,Haro
595,04,009,0190,El Huiro
596,04,009,0238,José de la Cruz Blanco
597,04,009,0242,Justicia Social
598,04,009,0247,Kilómetro Treinta y Seis
599,04,009,0256,La Libertad
600,04,009,0268,Luna
601,04,009,0282,Matamoros
602,04,009,0322,Nuevo Progreso Dos
603,04,009,0536,La Victoria
604,04,009,0865,Nuevo Campeche (Tres Aguadas)
605,04,009,0936,Altamira de Zináparo
606,04,009,0941,Centenario
607,04,009,0945,Chan Laguna
608,04,009,0963,Laguna Grande
609,04,009,0965,Adolfo López Mateos
610,04,009,0968,José López Portillo
611,04,009,1002,Silvituc
612,04,009,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
613,04,009,9999,Localidad no especificada
614,04,010,0000,Calakmul
615,04,010,0001,Xpujil
616,04,010,0013,Los Ángeles
617,04,010,0066,Constitución
618,04,010,0091,La Guadalupe
619,04,010,0095,Gustavo Díaz Ordaz (San Antonio Soda)
620,04,010,0100,Eugenio Echeverría Castellot (El Carrizal)
621,04,010,0101,Ingeniero Ricardo Payro Jene (Polo Norte)
622,04,010,0142,Manuel Castilla Brito
623,04,010,0152,Narcizo Mendoza
624,04,010,0159,Nuevo Bécal (El 19)
625,04,010,0161,Nuevo Conhuás
626,04,010,0171,Pablo García
627,04,010,0209,Kilómetro Ciento Veinte
628,04,010,0257,Unión 20 de Junio (Mancolona)
629,04,010,0268,Xbonil
630,04,010,0272,Zoh-Laguna (Álvaro Obregón)
631,04,010,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
632,04,010,9999,Localidad no especificada
633,04,011,0000,Candelaria
634,04,011,0001,Candelaria
635,04,011,0018,Alianza Productora
636,04,011,0041,Benito Juárez Uno
637,04,011,0135,El Desengaño
638,04,011,0212,Las Golondrinas
639,04,011,0214,Lázaro Cárdenas
640,04,011,0225,Héctor Pérez Morales
641,04,011,0238,Ignacio Zaragoza (El Salvaje)
642,04,011,0302,Justo Sierra Méndez
643,04,011,0319,El Machetazo
644,04,011,0325,El Mamey
645,04,011,0340,Miguel Alemán
646,04,011,0342,Miguel Hidalgo y Costilla
647,04,011,0348,Monclova
648,04,011,0355,El Naranjo
649,04,011,0361,Nueva Esperanza
650,04,011,0366,La Nueva Lucha
651,04,011,0367,Nueva Rosita
652,04,011,0370,Las Maravillas (Nuevo Capricho)
653,04,011,0371,Nuevo Coahuila
654,04,011,0382,Pablo García
655,04,011,0417,Pejelagarto
656,04,011,0546,San José de las Montañas
657,04,011,0680,Venustiano Carranza
658,04,011,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
659,04,011,9999,Localidad no especificada
660,04,999,0000,Municipio no especificado
661,04,999,9999,Localidad no especificada
662,05,000,0000,Coahuila de Zaragoza
663,05,001,0000,Abasolo
664,05,001,0001,Abasolo
665,05,001,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
666,05,002,0000,Acuña
667,05,002,0001,Ciudad Acuña
668,05,002,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
669,05,002,9999,Localidad no especificada
670,05,003,0000,Allende
671,05,003,0001,Allende
672,05,003,0002,Allende
673,05,003,0016,Río Bravo
674,05,004,0000,Arteaga
675,05,004,0001,Arteaga
676,05,004,0046,Emiliano Zapata
677,05,004,0054,Huachichil (El Huache)
678,05,004,0107,San Antonio de las Alazanas
679,05,004,0117,San Juan de los Dolores
680,05,004,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
681,05,004,9999,Localidad no especificada
682,05,005,0000,Candela
683,05,005,0001,Candela
684,05,005,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
685,05,006,0000,Castaños
686,05,006,0001,Castaños
687,05,006,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
688,05,006,9999,Localidad no especificada
689,05,007,0000,Cuatro Ciénegas
